fragment.id;iri;from;to;fragment.text_clean;source;iri_z;iri_c;scope;example
12241893;cast_1/hlava_2/dil_3/par_28/odst_3/pism_a;119/2002 Sb.;341/2011 Sb.;"a) nosit nebo držet zbraň kategorie A, A-I, B nebo C, na kterou má jeho zaměstnavatel vydán průkaz zbraně k účelům, pro které byla vydána zbrojní licence, přičemž zbraň s nasazeným nebo jinak instalovaným tlumičem hluku výstřelu může nosit pouze na střelnici nebo v místech, kde je k tomu oprávněn podle zvláštního právního předpisu; k této zbrani je oprávněn držet nebo nosit i střelivo, a";norms;2002/119;2011/341;full;FALSE
12241893;cast_1/hlava_2/dil_3/par_28/odst_3/pism_a;119/2002 Sb.;553/1991 Sb.;"a) nosit nebo držet zbraň kategorie A, A-I, B nebo C, na kterou má jeho zaměstnavatel vydán průkaz zbraně k účelům, pro které byla vydána zbrojní licence, přičemž zbraň s nasazeným nebo jinak instalovaným tlumičem hluku výstřelu může nosit pouze na střelnici nebo v místech, kde je k tomu oprávněn podle zvláštního právního předpisu; k této zbrani je oprávněn držet nebo nosit i střelivo, a";norms;2002/119;1991/553;full;FALSE
12241893;cast_1/hlava_2/dil_3/par_28/odst_3/pism_a;119/2002 Sb.;555/1992 Sb.;"a) nosit nebo držet zbraň kategorie A, A-I, B nebo C, na kterou má jeho zaměstnavatel vydán průkaz zbraně k účelům, pro které byla vydána zbrojní licence, přičemž zbraň s nasazeným nebo jinak instalovaným tlumičem hluku výstřelu může nosit pouze na střelnici nebo v místech, kde je k tomu oprávněn podle zvláštního právního předpisu; k této zbrani je oprávněn držet nebo nosit i střelivo, a";norms;2002/119;1992/555;full;FALSE
12241900;cast_1/hlava_2/dil_3/par_28/odst_5;119/2002 Sb.;449/2001 Sb.;(5) Držitel zbrojního průkazu smí ze zbraně, kterou je oprávněn držet, střílet pouze v místech, kde je k tomu oprávněn podle zvláštního právního předpisu, nebo na střelnici, pokud se nejedná o použití zbraně k ochraně života, zdraví nebo majetku. Soudní znalec, který je držitelem zbrojního průkazu, je oprávněn držet zbraň a střelivo a střílet ze zbraně za účelem vypracování znaleckého posudku. Střelbu, při které se ze zbraní nevystřelují střely, a střelbu ze signální zbraně za použití signálních nábojů je držitel zbrojního průkazu oprávněn provádět též na místě, kde je zajištěno, že nebude ohrožen život, zdraví, majetek nebo veřejný pořádek.;norms;2002/119;2001/449;full;FALSE
12241900;cast_1/hlava_2/dil_3/par_28/odst_5;119/2002 Sb.;99/2004 Sb.;(5) Držitel zbrojního průkazu smí ze zbraně, kterou je oprávněn držet, střílet pouze v místech, kde je k tomu oprávněn podle zvláštního právního předpisu, nebo na střelnici, pokud se nejedná o použití zbraně k ochraně života, zdraví nebo majetku. Soudní znalec, který je držitelem zbrojního průkazu, je oprávněn držet zbraň a střelivo a střílet ze zbraně za účelem vypracování znaleckého posudku. Střelbu, při které se ze zbraní nevystřelují střely, a střelbu ze signální zbraně za použití signálních nábojů je držitel zbrojního průkazu oprávněn provádět též na místě, kde je zajištěno, že nebude ohrožen život, zdraví, majetek nebo veřejný pořádek.;norms;2002/119;2004/99;full;FALSE
12242309;cast_1/hlava_2/dil_7/par_52/odst_4/pism_a;119/2002 Sb.;455/1991 Sb.;a) provozní řád střelnice ověřený znalcem v oboru balistiky nebo osobou oprávněnou podle zvláštního právního předpisu k projektové činnosti ve výstavbě,;norms;2002/119;1991/455;part;FALSE
12014723;cast_1/par_2/odst_5/pism_a;12/2002 Sb.;563/1991 Sb.;"a) účetní závěrku nebo přehled o majetku a závazcích a přehled o příjmech a výdajích, které byly sestaveny k poslednímu dni měsíce bezprostředně předcházejícího pohromě, pokud je povinen je podle zvláštního právního předpisu sestavovat; nelze-li tyto doklady přiložit, neboť byly včetně podkladů pro jejich sestavení zničeny v důsledku pohromy, učiní o jejich zničení čestné prohlášení,";norms;2002/12;1991/563;part;FALSE
56477456;cast_1/hlava_6/dil_1/par_76d/frag_4871633;120/2001 Sb.;89/2012 Sb.;Exekutor na žádost věřitele doručí oznámení věřitele o jeho výhradě práva dovolat se neúčinnosti právního jednání podle jiného právního předpisu (dále jen „oznámení o výhradě“) tomu, koho žadatel označil za toho, vůči komu se neúčinnosti právního jednání může dovolat.;norms;2001/120;2012/89;para;FALSE
56476868;cast_1/hlava_3/dil_1/par_30/pism_b;120/2001 Sb.;588/2020 Sb.;b) jestliže oprávněný nesložil přiměřenou zálohu na náklady exekuce, nejde-li o exekuci k vymožení výživného nezletilého dítěte nebo pohledávky za náhradní výživné podle jiného zákona.;norms;2001/120;2020/588;full;FALSE
56477398;cast_1/hlava_4/dil_6/par_71a/odst_1;120/2001 Sb.;588/2020 Sb.;(1) Exekuční příkaz k pozastavení řidičského oprávnění povinného může exekutor vydat pouze tehdy, jestliže je v exekuci vymáhán nedoplatek výživného na nezletilé dítě anebo na zletilé dítě do 26 let věku, které se soustavně připravuje studiem na své budoucí povolání, nebo vymáhána pohledávka za náhradní výživné podle jiného zákona.;norms;2001/120;2020/588;para;FALSE
56477404;cast_1/hlava_4/dil_6/par_71a/odst_4/pism_c;120/2001 Sb.;588/2020 Sb.;c) zaplatí-li povinný pohledávku za náhradní výživné podle jiného zákona.;norms;2001/120;2020/588;full;FALSE
56477372;cast_1/hlava_4/dil_4/par_67/odst_2/pism_a;120/2001 Sb.;588/2020 Sb.;a) v exekuci, v níž je vymáhána pohledávka na výživném, pohledávka za náhradní výživné podle jiného zákona, pohledávka náhrady újmy způsobené ublížením na zdraví, pohledávka náhrady újmy způsobené trestným činem nebo přestupkem nebo pohledávka náhrady újmy způsobené úmyslným protiprávním jednáním,;norms;2001/120;2020/588;full;FALSE
17762742;cast_1/hlava_1/par_2/odst_3;121/2008 Sb.;40/2009 Sb.;(3) Za bezúhonného se pro účely tohoto zákona nepovažuje ten, kdo byl pravomocně odsouzen pro trestný čin spáchaný z nedbalosti za jednání související s výkonem práce u soudu nebo státního zastupitelství anebo pro trestný čin spáchaný úmyslně, ledaže se na něj podle zvláštního právního předpisu nebo rozhodnutí prezidenta republiky hledí, jako by nebyl odsouzen.;norms;2008/121;2009/40;part;FALSE
9891958;cast_1/par_15/odst_4;122/2000 Sb.;20/1987 Sb.;(4) Pokud jsou součástí sbírek kulturní památky nebo národní kulturní památky, zůstává způsob jejich ochrany a nakládání s nimi podle zvláštního právního předpisu tímto zákonem nedotčen.;norms;2000/122;1987/20;full;FALSE
17788307;cast_2/hlava_6/dil_4/par_115/odst_2/pism_c;125/2008 Sb.;412/2005 Sb.;c) se jedná o utajovanou informaci podle zvláštního zákona.;norms;2008/125;2005/412;full;FALSE
17789357;cast_3/hlava_8/dil_2/par_332/odst_1;125/2008 Sb.;89/2012 Sb.;(1) Při rozdělení bytového družstva se majetková účast každého člena v rozdělovaném i v každém z nástupnických bytových družstev stanoví takovým způsobem, aby člen měl v rozdělovaném a v každém z nástupnických bytových družstev, jehož členem je nebo se stane po zápisu rozdělení do obchodního rejstříku, majetkovou účast ve výši, v jaké byla zdrojem financování výstavby nebo jiného pořízení staveb s družstevními byty a družstevními nebytovými prostory a pozemků jimi zastavěných a s nimi funkčně souvisejících nebo družstevních bytů a družstevních nebytových prostorů, které jsou samostatnými předměty vlastnictví podle zvláštního zákona, jejichž nájemcem člen je.;norms;2008/125;2012/89;part;FALSE
17789367;cast_3/hlava_8/dil_2/par_335/pism_a;125/2008 Sb.;89/2012 Sb.;"a) stavby s družstevními byty a družstevními nebytovými prostory a pozemky jimi zastavěné a s nimi funkčně související nebo družstevní byty a družstevní nebytové prostory, které jsou samostatnými předměty vlastnictví podle zvláštního zákona, jsou ode dne zápisu rozdělení do obchodního rejstříku v podílovém spoluvlastnictví všech rozdělovaných a nástupnických bytových družstev; spoluvlastnické podíly jednotlivých bytových družstev na těchto nemovitostech jsou stejné,";norms;2008/125;2012/89;part;FALSE
17787423;cast_1/hlava_1/par_3/odst_2/pism_d;125/2008 Sb.;252/1997 Sb.;d) osoba, která provozuje zemědělskou výrobu a je zapsána do evidence podle zvláštního právního předpisu, nebo;norms;2008/125;1997/252;part;FALSE
17787623;cast_1/hlava_4/par_26/odst_1;125/2008 Sb.;412/2005 Sb.;(1) Pokud by uvedení určitých údajů ve zprávě o přeměně mohlo způsobit značnou újmu osobě zúčastněné na přeměně nebo ji ovládající nebo jí ovládané osobě nebo tvoří předmět obchodního tajemství osoby zúčastněné na přeměně nebo ji ovládající nebo jí ovládané osoby anebo je utajovanou informací podle zvláštního zákona, nelze je ve zprávě o přeměně uvádět.;norms;2008/125;2005/412;full;FALSE
55944526;cast_1/hlava_3/dil_3/par_26/odst_4;127/2005 Sb.;18/2004 Sb.;(4) Žadateli, který prokázal odbornou způsobilost k vykonávání obsluhy vysílacích rádiových zařízení zkouškou nebo pokud jeho zvláštní způsobilost byla Úřadem uznána podle zvláštního právního předpisu, vydá Úřad průkaz odborné způsobilosti.;norms;2005/127;2004/18;full;FALSE
55945501;cast_1/hlava_5/dil_1/par_97/odst_5;127/2005 Sb.;17/2012 Sb.;(5) Právnická nebo fyzická osoba poskytující hlasovou komunikační službu je povinna na žádost poskytnout informace z databáze všech svých účastníků hlasové komunikační služby orgánu oprávněnému k jejich vyžádání podle zvláštního právního předpisu, a to na jeho náklady. Formu a rozsah poskytovaných informací stanoví prováděcí právní předpis.;norms;2005/127;2012/17;para;FALSE
55945501;cast_1/hlava_5/dil_1/par_97/odst_5;127/2005 Sb.;273/2008 Sb.;(5) Právnická nebo fyzická osoba poskytující hlasovou komunikační službu je povinna na žádost poskytnout informace z databáze všech svých účastníků hlasové komunikační služby orgánu oprávněnému k jejich vyžádání podle zvláštního právního předpisu, a to na jeho náklady. Formu a rozsah poskytovaných informací stanoví prováděcí právní předpis.;norms;2005/127;2008/273;para;FALSE
55945501;cast_1/hlava_5/dil_1/par_97/odst_5;127/2005 Sb.;341/2011 Sb.;(5) Právnická nebo fyzická osoba poskytující hlasovou komunikační službu je povinna na žádost poskytnout informace z databáze všech svých účastníků hlasové komunikační služby orgánu oprávněnému k jejich vyžádání podle zvláštního právního předpisu, a to na jeho náklady. Formu a rozsah poskytovaných informací stanoví prováděcí právní předpis.;norms;2005/127;2011/341;para;FALSE
56314490;cast_1/hlava_1/dil_3/par_19/odst_6;128/2000 Sb.;243/2000 Sb.;(6) Právním nástupcem sloučených nebo připojených obcí je obec vzniklá jejich sloučením nebo obec, která při připojení obce nezaniká. Tato obec se stává příjemcem výnosu daní podle zvláštního zákona, které by jinak podle zvláštních právních předpisů připadly zaniklé obci. Na tuto obec přechází též majetek, včetně finančních prostředků zaniklých obcí, ostatní práva a závazky těchto obcí, včetně jejich práva zakladatele a zřizovatele právnických osob, a dále organizační složky těchto obcí, a to dnem, ke kterému se obce slučují nebo se obec připojuje. Nově vzniklá obec nebo obec, která při připojení nezanikla, zašle opis dohody Ministerstvu vnitra, Ministerstvu financí, Českému úřadu zeměměřickému a katastrálnímu, příslušnému katastrálnímu úřadu a příslušnému finančnímu úřadu.;norms;2000/128;2000/243;full;FALSE
56316078;hlava_3/dil_1/par_14/odst_4;129/2000 Sb.;150/2002 Sb.;"(4) Při výkonu samostatné působnosti kraj spolupracuje s obcemi; nesmí přitom zasahovat do jejich samostatné působnosti. Proti takovému zásahu může obec podat žalobu podle zvláštního zákona.";norms;2000/129;2002/150;part;FALSE
56316200;hlava_4/dil_1/par_36/pism_b;129/2000 Sb.;250/2000 Sb.;b) poskytování věcných a peněžitých darů podle zvláštního zákona v hodnotě nad 500 000 Kč jedné fyzické nebo právnické osobě v kalendářním roce,;norms;2000/129;2000/250;para;FALSE
56789855;cast_1/hlava_2/par_18/odst_3;129/2008 Sb.;262/2006 Sb.;(3) Za škodu způsobenou chovanci při plnění pracovních úkolů nebo v přímé souvislosti s plněním těchto úkolů odpovídá podle zvláštního právního předpisu Vězeňská služba. Obdobně odpovídá chovanci Vězeňská služba za škodu vzniklou pracovním úrazem nebo nemocí z povolání, za škodu způsobenou na odložených věcech a při odvracení škody.;norms;2008/129;2006/262;part;FALSE
56535936;cast_6/par_19a/odst_1;13/1997 Sb.;361/2000 Sb.;(1) Silniční správní úřad opatřením obecné povahy dočasně zakáže nebo omezí stání nebo zastavení silničních vozidel na místní komunikaci nebo průjezdním úseku silnice nebo na jejich části, je-li to nezbytné z důvodu zajištění bezpečnosti státu, veřejného pořádku, bezpečnosti a plynulosti silničního provozu, stavebních prací nebo údržby nebo z důvodu přírodních katastrof nebo jiných mimořádných událostí a odstraňování jejich následků. V opatření obecné povahy silniční správní úřad stanoví rovněž přechodnou úpravu provozu na pozemních komunikacích podle zvláštního právního předpisu.;norms;1997/13;2000/361;part;FALSE
56246953;cast_1/hlava_1/par_8/odst_2;133/2000 Sb.;110/2019 Sb.;(2) Subjekty, které získávají údaje z informačního systému podle zvláštního právního předpisu,;norms;2000/133;2019/110;para;FALSE
56246953;cast_1/hlava_1/par_8/odst_2;133/2000 Sb.;111/2009 Sb.;(2) Subjekty, které získávají údaje z informačního systému podle zvláštního právního předpisu,;norms;2000/133;2009/111;para;FALSE
56246953;cast_1/hlava_1/par_8/odst_2;133/2000 Sb.;12/2020 Sb.;(2) Subjekty, které získávají údaje z informačního systému podle zvláštního právního předpisu,;norms;2000/133;2020/12;para;FALSE
56246953;cast_1/hlava_1/par_8/odst_2;133/2000 Sb.;120/2001 Sb.;(2) Subjekty, které získávají údaje z informačního systému podle zvláštního právního předpisu,;norms;2000/133;2001/120;para;FALSE
56246953;cast_1/hlava_1/par_8/odst_2;133/2000 Sb.;130/2000 Sb.;(2) Subjekty, které získávají údaje z informačního systému podle zvláštního právního předpisu,;norms;2000/133;2000/130;para;FALSE
56246953;cast_1/hlava_1/par_8/odst_2;133/2000 Sb.;153/1994 Sb.;(2) Subjekty, které získávají údaje z informačního systému podle zvláštního právního předpisu,;norms;2000/133;1994/153;para;FALSE
56246953;cast_1/hlava_1/par_8/odst_2;133/2000 Sb.;166/1993 Sb.;(2) Subjekty, které získávají údaje z informačního systému podle zvláštního právního předpisu,;norms;2000/133;1993/166;para;FALSE
